G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.342,34.048,-1375.952,0.1361149,0.9174755,0.3737403,0.0054372,0.097122192,Enabled,97.531,137.722,-1390.001,0.0106072,0.0207716,-0.6705868,0.7414643,0.303725928
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.327,34.044,-1375.961,0.1362567,0.9174663,0.3737102,0.0055233,0.09643846,Enabled,97.511,137.711,-1389.991,0.0106255,0.0207507,-0.6705375,0.7415093,0.3030535876750946
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.395,33.971,-1376.069,0.1348574,0.9177609,0.3735055,0.0046907,0.1017005667090416,Enabled,97.517,137.723,-1390.002,0.010628,0.0207567,-0.6705509,0.7414969,0.2951028048992157
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.406,33.941,-1375.951,0.1347834,0.9178122,0.3734024,0.00499,0.098661453,Enabled,97.546,137.692,-1389.996,0.0105503,0.0206818,-0.6704524,0.7415892,0.3046693503856659
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.311,33.963,-1375.96,0.1356098,0.9176115,0.3735896,0.0054698,0.098882988,Enabled,97.519,137.697,-1389.99,0.0106042,0.0207797,-0.6705029,0.74154,0.2976920008659363
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.204,34.037,-1375.898,0.1359494,0.9174463,0.3738661,0.0058444,0.093798205,Enabled,97.527,137.698,-1389.995,0.0105692,0.0207256,-0.6704869,0.7415565,0.3039883077144623
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.203,34.039,-1375.965,0.1346086,0.9176475,0.3738679,0.0051459,0.097475156,Enabled,97.548,137.701,-1390.003,0.0105003,0.0206628,-0.6705016,0.7415459,0.3071381151676178
G0 X640 Y912 Z1504 A0 B0 C0\n,40,57,94,0,0,0,Enabled,33.252,34.043,-1375.866,0.1348335,0.9176584,0.3737564,0.0054039,0.092787243,Enabled,97.539,137.696,-1389.991,0.0105688,0.0206982,-0.6704844,0.7415595,0.2998502254486084
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,34.785,54.205,-1379.778,0.0418346,0.9168289,0.3943948,-0.0461227,0.11285969614982605,Enabled,97.537,137.688,-1390.029,0.0105062,0.0207888,-0.6706003,0.7414531,0.3060991168022156
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,34.838,54.16,-1379.682,0.0430322,0.9168784,0.3942409,-0.0453468,0.1167561337351799,Enabled,97.531,137.664,-1390.031,0.0104405,0.0206884,-0.6704865,0.7415597,0.2914420962333679
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,34.897,54.147,-1379.702,0.0421765,0.9169383,0.3941454,-0.0457682,0.11160101741552353,Enabled,97.591,137.659,-1390.043,0.0103191,0.020592,-0.6704754,0.7415742,0.30229270458221436
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,34.911,54.128,-1379.862,0.0419247,0.9169573,0.3940655,-0.0463045,0.10828642547130585,Enabled,97.57,137.667,-1390.033,0.0103871,0.0206281,-0.6705043,0.7415461,0.30041447281837463
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,34.915,54.147,-1379.709,0.0430198,0.916951,0.3940843,-0.0452516,0.10746130347251892,Enabled,97.504,137.661,-1389.999,0.0105623,0.0208266,-0.6704708,0.7415683,0.2887585759162903
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,34.963,54.174,-1379.601,0.0439701,0.9169636,0.3940547,-0.0443327,0.11291622370481491,Enabled,97.551,137.663,-1390.019,0.0104237,0.0206613,-0.6704924,0.7415555,0.3104599118232727
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,34.981,54.195,-1379.707,0.0426857,0.9170164,0.3939696,-0.04524,0.11132961511611938,Enabled,97.542,137.665,-1390.023,0.0104936,0.0207721,-0.670512,0.7415336,0.2962517738342285
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,34.987,54.22,-1379.774,0.0429921,0.9170142,0.393954,-0.0451305,0.11016986519098282,Enabled,97.557,137.666,-1390.029,0.0104026,0.020643,-0.6705124,0.7415382,0.29494166374206543
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,35.048,54.238,-1379.592,0.0448744,0.916999,0.3939444,-0.0436669,0.11435355991125107,Enabled,97.544,137.667,-1390.034,0.0104672,0.0207169,-0.6704916,0.7415538,0.3051713705062866
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,35.141,54.192,-1379.563,0.0435012,0.9171715,0.3936385,-0.0441907,0.10971014201641083,Enabled,97.567,137.674,-1390.036,0.0103867,0.0206104,-0.6705372,0.7415168,0.30845367908477783
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,35.162,54.206,-1379.509,0.0443782,0.9171566,0.3936583,-0.0434451,0.11355531215667725,Enabled,97.558,137.687,-1390.047,0.0104531,0.0207003,-0.6705825,0.7414724,0.3017183244228363
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,35.151,54.23,-1379.35,0.0448306,0.9171618,0.3936735,-0.0427265,0.11088532954454422,Enabled,97.557,137.656,-1390.019,0.0103957,0.0206412,-0.6704687,0.7415777,0.30761101841926575
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,35.117,54.237,-1379.464,0.0438099,0.9171659,0.3936942,-0.0435005,0.11089960485696793,Enabled,97.562,137.664,-1390.024,0.010391,0.020658,-0.6704836,0.7415639,0.30801963806152344
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,35.069,54.265,-1379.545,0.0441275,0.9171073,0.3937993,-0.0434621,0.10745478421449661,Enabled,97.575,137.666,-1390.035,0.010377,0.0206279,-0.6705064,0.7415444,0.3007132112979889
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,35.049,54.233,-1379.714,0.0416199,0.9172043,0.3936611,-0.0451123,0.11144354194402695,Enabled,97.568,137.638,-1390.015,0.0103946,0.0206458,-0.6703929,0.7416462,0.302147776
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,35.066,54.213,-1379.529,0.0433221,0.9171829,0.3936756,-0.0437974,0.11363924294710159,Enabled,97.529,137.681,-1390.028,0.0105105,0.0207552,-0.6705247,0.7415223,0.3052600920200348
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,35.047,54.2,-1379.501,0.0446659,0.9170989,0.3938016,-0.0430663,0.11392082273960114,Enabled,97.561,137.66,-1390.025,0.0104065,0.0206433,-0.6704745,0.7415723,0.2977045178413391
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,35.007,54.185,-1379.558,0.0427607,0.917126,0.3938137,-0.0442963,0.11210718005895615,Enabled,97.553,137.663,-1390.03,0.0104394,0.0206894,-0.6704863,0.7415599,0.29771092534065247
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,35.012,54.153,-1379.635,0.0431941,0.9171069,0.3938056,-0.0443437,0.11144900321960449,Enabled,97.542,137.69,-1390.045,0.0104476,0.0207457,-0.6705946,0.7414603,0.29941508173942566
G0 X144 Y816 Z1104 A0 B0 C0\n,9,51,69,0,0,0,Enabled,35.072,54.121,-1379.669,0.0429091,0.9171609,0.3936791,-0.0446246,0.11519937217235565,Enabled,97.545,137.69,-1390.039,0.0104701,0.0207376,-0.6705831,0.7414706,0.3067150413990021
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.875,49.668,-1379.193,0.0930915,0.7455498,0.6548392,-0.081701,0.12810905277729034,Enabled,97.53,137.793,-1390.027,0.0105963,0.0208074,-0.6706187,0.7414347,0.3021135628223419
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.951,49.668,-1379.203,0.0925513,0.7456881,0.6546909,-0.0822397,0.1283641904592514,Enabled,97.551,137.76,-1390.009,0.0105598,0.020796,-0.6705336,0.7415125,0.31307271122932434
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.957,49.681,-1379.127,0.0941091,0.7455128,0.6548864,-0.0804853,0.1224474087357521,Enabled,97.577,137.776,-1390.032,0.0104681,0.0206962,-0.6705919,0.7414638,0.29880595207214355
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.931,49.671,-1379.149,0.0926165,0.7456754,0.6547541,-0.0817764,0.12952885031700134,Enabled,97.556,137.76,-1390.007,0.0105107,0.0207227,-0.6705059,0.7415403,0.3079273998737335
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.91,49.671,-1379.158,0.0930035,0.7455875,0.6548505,-0.0813662,0.12541770935058594,Enabled,97.574,137.759,-1390.003,0.0104604,0.0206739,-0.670508,0.7415404,0.302939773
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.906,49.689,-1379.179,0.0926522,0.7456073,0.6548444,-0.0816342,0.1261560171842575,Enabled,97.564,137.768,-1390.014,0.010501,0.0207428,-0.6705568,0.7414939,0.3120594024658203
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.926,49.705,-1379.176,0.0929468,0.7455998,0.6548332,-0.0814574,0.12693554162979126,Enabled,97.559,137.791,-1390.015,0.0105224,0.0207256,-0.6706249,0.7414324,0.30703839659690857
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.937,49.686,-1379.194,0.0937383,0.7455517,0.654851,-0.0808452,0.12535567581653595,Enabled,97.599,137.798,-1390.044,0.0103395,0.0205856,-0.6706632,0.7414042,0.2968260645866394
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.967,49.661,-1379.162,0.0944536,0.7455313,0.6548415,-0.0802755,0.12408363074064255,Enabled,97.547,137.768,-1390.016,0.0105648,0.0208096,-0.6705638,0.7414846,0.3011695146560669
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.959,49.654,-1379.194,0.0939825,0.745571,0.654799,-0.0808047,0.12661927938461304,Enabled,97.556,137.761,-1390.017,0.0105231,0.0207732,-0.6705423,0.7415057,0.3080410063266754
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.929,49.713,-1379.094,0.0943372,0.7454734,0.6549533,-0.0800379,0.12099489569664001,Enabled,97.527,137.765,-1389.999,0.0106052,0.0208443,-0.6705375,0.7415069,0.30473747849464417
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.891,49.702,-1379.227,0.0929548,0.7455572,0.6548202,-0.0819405,0.12440522760152817,Enabled,97.557,137.764,-1390.005,0.0105182,0.0207803,-0.6705331,0.7415139,0.2963617146015167
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.878,49.717,-1379.223,0.0943613,0.7453682,0.6550046,-0.0805672,0.12149358540773392,Enabled,97.564,137.784,-1390.028,0.0105181,0.0207398,-0.6705973,0.741457,0.29607316851615906
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.919,49.697,-1379.314,0.0946649,0.7454151,0.6548842,-0.0807563,0.12597166001796722,Enabled,97.567,137.785,-1390.017,0.0104795,0.0207105,-0.6705694,0.7414836,0.30025896430015564
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.918,49.67,-1379.451,0.0945669,0.7454378,0.6547831,-0.0814785,0.1281987428665161,Enabled,97.582,137.763,-1390.02,0.0104199,0.0206324,-0.6704923,0.7415563,0.3119460344314575
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.933,49.692,-1379.405,0.0934056,0.7455708,0.6546648,-0.0825449,0.12323616445064545,Enabled,97.563,137.747,-1390.005,0.01053,0.0207388,-0.6704685,0.7415733,0.30724644660949707
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.927,49.733,-1379.34,0.0957905,0.7452695,0.6549709,-0.0800664,0.12414086610078812,Enabled,97.604,137.749,-1390.015,0.0103817,0.0206172,-0.6704909,0.7415586,0.3008415997028351
G0 X384 Y736 Z976 A0 B0 C0\n,24,46,61,0,0,0,Enabled,49.91,49.714,-1379.488,0.0942824,0.7454625,0.6547226,-0.0820654,0.12557323276996613,Enabled,97.528,137.78,-1390.011,0.0105687,0.0207812,-0.6705635,0.7414857,0.3019324839115143
